refund_id,original_txn_id,original_utr,refund_utr,merchant_id,customer_id,refund_initiation_date,refund_settlement_date,original_amount,refund_amount,refund_type,refund_status,refund_reason,initiated_by,gateway_refund_id,tat_days,sla_breached,remarks
REF2965748,TXN0005113,,,MERCH0007,CUST20745,2024-09-28,,9077.85,9077.85,FULL,PENDING,Product Defective,Merchant,GWREF123229,6,N,
REF6185890,TXN0005124,,UTR183144899851,MERCH0023,CUST44712,2024-07-09,2024-07-13,136568.94,90643.45,PARTIAL,PROCESSED,Customer Request,Merchant,GWREF734843,4,N,
REF5829083,TXN0005125,,UTR295773693115,MERCH0041,CUST81812,2024-10-24,2024-10-27,5468.70,2663.33,PARTIAL,PROCESSED,Product Defective,Bank,GWREF392823,14,N,Chargeback case
REF7373139,TXN0005143,,UTR704309048319,MERCH0032,CUST17215,2024-04-27,2024-05-02,60161.78,32684.54,PARTIAL,PROCESSED,Duplicate Payment,Merchant,GWREF880753,1,N,Chargeback case
REF2622327,TXN0005149,,UTR260408637777,MERCH0035,CUST21306,2024-02-27,2024-03-05,132310.67,132310.67,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF530706,9,Y,
REF7430328,TXN0005164,,UTR700673570431,MERCH0045,CUST16420,2024-12-04,2024-12-10,17195.17,17195.17,FULL,PROCESSED,Customer Request,Customer,GWREF333488,9,N,
REF9562530,TXN0005173,,,MERCH0037,CUST28669,2024-11-04,,21032.80,21032.80,FULL,INITIATED,Customer Request,System,GWREF372499,9,Y,
REF8068701,TXN0005180,,,MERCH0008,CUST28763,2024-06-12,,44725.65,44725.65,FULL,PENDING,Customer Request,Customer,GWREF554870,9,N,Chargeback case
REF9121672,TXN0005184,,UTR034571487426,MERCH0003,CUST51010,2024-03-31,2024-04-03,117453.06,117453.06,FULL,PROCESSED,Item Not Delivered,Customer,GWREF613890,12,N,
REF3064054,TXN0005188,,UTR973958909133,MERCH0047,CUST35309,2024-06-30,2024-07-03,107491.32,107491.32,FULL,PROCESSED,Chargeback Initiated,Customer,GWREF663240,9,Y,
REF1792109,TXN0005189,,UTR734557771776,MERCH0026,CUST75196,2024-07-11,2024-07-15,26090.08,26090.08,FULL,PROCESSED,Duplicate Payment,System,GWREF819812,2,N,
REF2365133,TXN0005196,,UTR990697834414,MERCH0014,CUST85142,2024-09-09,2024-09-15,117823.59,117823.59,FULL,PROCESSED,Duplicate Payment,Bank,GWREF161342,2,N,
REF2855862,TXN0005201,,UTR202036963024,MERCH0044,CUST41061,2024-11-10,2024-11-14,141842.52,117781.78,PARTIAL,PROCESSED,Duplicate Payment,Bank,GWREF985183,11,N,
REF8469091,TXN0005203,,UTR363005204082,MERCH0021,CUST84685,2024-10-10,2024-10-13,147114.31,44825.67,PARTIAL,PROCESSED,Fraud Suspected,Bank,GWREF361088,13,N,
REF3648600,TXN0005213,,UTR849618427889,MERCH0029,CUST63760,2024-06-13,2024-06-18,129772.46,129772.46,FULL,PROCESSED,Duplicate Payment,Bank,GWREF122736,1,N,Chargeback case
REF2010481,TXN0005232,,UTR574959546288,MERCH0033,CUST57509,2024-08-05,2024-08-12,109989.14,109989.14,FULL,PROCESSED,Customer Request,System,GWREF183103,11,N,
REF8588064,TXN0005235,,UTR702065029913,MERCH0021,CUST89273,2024-06-29,2024-07-05,119685.03,57946.10,PARTIAL,PROCESSED,Customer Request,System,GWREF759341,9,Y,
REF2027520,TXN0005243,,UTR689323391566,MERCH0027,CUST33478,2024-05-14,2024-05-18,66926.46,66926.46,FULL,PROCESSED,Customer Request,Customer,GWREF257130,2,N,
REF5765444,TXN0005247,,UTR889153405818,MERCH0048,CUST46503,2024-11-13,2024-11-17,136255.54,136255.54,FULL,PROCESSED,Duplicate Payment,Customer,GWREF570179,6,Y,
REF5434559,TXN0005260,,,MERCH0037,CUST49019,2024-05-17,,24049.55,24049.55,FULL,FAILED,Customer Request,Bank,GWREF466489,10,N,Chargeback case
REF5506270,TXN0005290,,,MERCH0004,CUST46772,2024-10-09,,46824.18,46824.18,FULL,PENDING,Item Not Delivered,Bank,GWREF911968,10,Y,
REF9516028,TXN0005299,,,MERCH0027,CUST92831,2024-09-09,,126747.97,126747.97,FULL,INITIATED,Customer Request,Merchant,GWREF866388,1,N,
REF9198365,TXN0005303,,UTR837777376584,MERCH0050,CUST15554,2024-08-19,2024-08-25,10239.07,10239.07,FULL,PROCESSED,Item Not Delivered,System,GWREF366143,8,N,
REF7640150,TXN0005310,,UTR305453148771,MERCH0034,CUST32195,2024-04-07,2024-04-11,101063.69,101063.69,FULL,PROCESSED,Fraud Suspected,System,GWREF883741,5,N,
REF2588674,TXN0005335,,UTR665570396407,MERCH0035,CUST75745,2024-12-02,2024-12-09,118432.84,118432.84,FULL,PROCESSED,Fraud Suspected,Customer,GWREF173019,8,N,Chargeback case
REF1143761,TXN0005339,,,MERCH0023,CUST72205,2024-11-07,,90885.35,90885.35,FULL,FAILED,Chargeback Initiated,System,GWREF424205,10,N,
REF7408525,TXN0005395,,,MERCH0015,CUST76567,2024-08-16,,3221.60,3221.60,FULL,PENDING,Fraud Suspected,Merchant,GWREF850767,1,Y,
REF5149164,TXN0005402,,,MERCH0032,CUST38780,2024-02-25,,101833.23,101833.23,FULL,INITIATED,Duplicate Payment,Customer,GWREF262396,9,N,Chargeback case
REF5007614,TXN0005403,,UTR338889664943,MERCH0016,CUST90427,2024-09-26,2024-09-29,23414.60,23414.60,FULL,PROCESSED,Duplicate Payment,System,GWREF783173,2,N,
REF9276161,TXN0005408,,UTR373831146977,MERCH0029,CUST24744,2024-10-09,2024-10-16,2172.44,2172.44,FULL,PROCESSED,Fraud Suspected,Customer,GWREF515853,4,N,
REF2354506,TXN0005430,,UTR194486180286,MERCH0025,CUST13584,2024-10-23,2024-10-29,89156.35,89156.35,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF222157,10,N,
REF9530451,TXN0005433,,UTR031113503772,MERCH0028,CUST81152,2024-02-05,2024-02-09,11112.34,7634.16,PARTIAL,PROCESSED,Product Defective,Bank,GWREF732818,5,Y,Chargeback case
REF5013788,TXN0005452,,,MERCH0030,CUST29017,2024-03-23,,56925.38,56925.38,FULL,PENDING,Duplicate Payment,Bank,GWREF768561,13,N,
REF5880573,TXN0005457,,,MERCH0037,CUST50713,2024-06-21,,101373.63,101373.63,FULL,PENDING,Duplicate Payment,Bank,GWREF447934,12,N,
REF2394118,TXN0005465,,UTR372173201875,MERCH0050,CUST97887,2024-03-11,2024-03-17,116423.22,40349.56,PARTIAL,PROCESSED,Duplicate Payment,Bank,GWREF502336,11,N,
REF6630772,TXN0005506,,UTR231977718678,MERCH0003,CUST54321,2024-06-09,2024-06-13,134606.55,134606.55,FULL,PROCESSED,Product Defective,System,GWREF677415,6,N,
REF6077024,TXN0005510,,UTR317403034820,MERCH0036,CUST28602,2024-11-06,2024-11-11,144971.21,144971.21,FULL,PROCESSED,Duplicate Payment,Bank,GWREF759978,3,N,
REF8610742,TXN0005517,,,MERCH0005,CUST12725,2024-10-10,,42175.16,18972.90,PARTIAL,INITIATED,Item Not Delivered,Customer,GWREF294520,11,Y,
REF8497209,TXN0005525,,UTR810951590529,MERCH0001,CUST84669,2024-03-05,2024-03-11,11320.24,11320.24,FULL,PROCESSED,Item Not Delivered,System,GWREF502591,11,N,
REF8187509,TXN0005528,,,MERCH0039,CUST76469,2024-10-28,,12125.31,12125.31,FULL,FAILED,Duplicate Payment,System,GWREF186639,11,N,
REF3138260,TXN0005540,,UTR702043861766,MERCH0019,CUST92146,2024-03-05,2024-03-11,32937.13,32937.13,FULL,PROCESSED,Product Defective,Customer,GWREF463336,2,N,Chargeback case
REF6764481,TXN0005541,,UTR595023363355,MERCH0013,CUST44662,2024-06-12,2024-06-15,71923.87,32761.32,PARTIAL,PROCESSED,Product Defective,Customer,GWREF216294,2,N,
REF1114221,TXN0005542,,UTR682234691397,MERCH0016,CUST88226,2024-04-18,2024-04-21,55869.84,20893.79,PARTIAL,PROCESSED,Product Defective,Merchant,GWREF355943,5,N,
REF2819850,TXN0005546,,,MERCH0037,CUST54596,2024-08-15,,121403.08,121403.08,FULL,FAILED,Chargeback Initiated,System,GWREF709652,8,N,Chargeback case
REF9064456,TXN0005556,,UTR805137287114,MERCH0016,CUST34517,2024-09-17,2024-09-22,82258.02,68443.25,PARTIAL,PROCESSED,Chargeback Initiated,Bank,GWREF754061,5,N,
REF8470329,TXN0005558,,UTR440106319526,MERCH0042,CUST75383,2024-06-04,2024-06-07,73875.22,73875.22,FULL,PROCESSED,Item Not Delivered,Customer,GWREF699940,2,Y,
REF5307281,TXN0005562,,UTR670982041432,MERCH0038,CUST72617,2024-11-28,2024-12-01,3381.04,3381.04,FULL,PROCESSED,Fraud Suspected,Customer,GWREF217318,2,N,
REF5115677,TXN0005567,,,MERCH0046,CUST88222,2024-11-18,,89548.40,89548.40,FULL,FAILED,Duplicate Payment,Bank,GWREF494345,9,N,
REF8877375,TXN0005582,,UTR500930935875,MERCH0010,CUST29767,2024-01-08,2024-01-14,112589.26,35574.48,PARTIAL,PROCESSED,Chargeback Initiated,Merchant,GWREF230734,13,N,
REF2558472,TXN0005593,,,MERCH0038,CUST51660,2024-01-19,,35334.71,35334.71,FULL,FAILED,Product Defective,System,GWREF940717,6,N,
REF2223237,TXN0005622,,UTR334150129583,MERCH0002,CUST51276,2024-04-11,2024-04-14,30284.86,10019.83,PARTIAL,PROCESSED,Chargeback Initiated,Customer,GWREF691985,9,Y,
REF7161074,TXN0005641,,,MERCH0037,CUST57765,2024-04-11,,51772.77,51772.77,FULL,PENDING,Item Not Delivered,Merchant,GWREF329908,12,N,
REF2294184,TXN0005649,,UTR284436365181,MERCH0003,CUST58100,2024-08-11,2024-08-15,25390.28,7696.86,PARTIAL,PROCESSED,Customer Request,System,GWREF882745,1,Y,
REF9712746,TXN0005668,,UTR908056169594,MERCH0005,CUST98698,2024-09-12,2024-09-18,80258.61,31376.01,PARTIAL,PROCESSED,Fraud Suspected,Bank,GWREF483419,10,N,Chargeback case
REF4061727,TXN0005691,,UTR925623630236,MERCH0036,CUST41754,2024-08-09,2024-08-12,36021.68,36021.68,FULL,PROCESSED,Product Defective,System,GWREF739992,3,N,
REF9638047,TXN0005740,,UTR846874403397,MERCH0019,CUST47556,2024-03-26,2024-04-02,107640.11,107640.11,FULL,PROCESSED,Product Defective,Merchant,GWREF422109,3,N,Chargeback case
REF1699732,TXN0005748,,UTR664933332574,MERCH0035,CUST64274,2024-10-29,2024-11-02,22483.43,22483.43,FULL,PROCESSED,Product Defective,System,GWREF390849,10,N,
REF6519480,TXN0005749,,UTR128105883230,MERCH0039,CUST52390,2024-10-12,2024-10-17,62377.37,29801.77,PARTIAL,PROCESSED,Product Defective,Bank,GWREF708535,10,N,
REF8266291,TXN0005751,,UTR469546388403,MERCH0031,CUST53755,2024-01-22,2024-01-27,92158.38,65140.82,PARTIAL,PROCESSED,Duplicate Payment,Bank,GWREF226269,9,Y,
REF8046009,TXN0005754,,UTR803339862385,MERCH0040,CUST63148,2024-09-16,2024-09-22,73835.48,73835.48,FULL,PROCESSED,Product Defective,Merchant,GWREF953997,7,Y,
REF6152368,TXN0005768,,UTR935121657773,MERCH0032,CUST31736,2024-09-07,2024-09-10,90300.81,49670.58,PARTIAL,PROCESSED,Duplicate Payment,Merchant,GWREF851846,5,N,
REF1115236,TXN0005782,,UTR591967178254,MERCH0046,CUST82425,2024-02-16,2024-02-21,30571.96,25597.30,PARTIAL,PROCESSED,Item Not Delivered,Customer,GWREF932230,13,Y,
REF2954322,TXN0005798,,UTR119145447752,MERCH0029,CUST30548,2024-02-13,2024-02-20,149771.20,149771.20,FULL,PROCESSED,Fraud Suspected,Customer,GWREF584368,9,N,
REF7844754,TXN0005813,,,MERCH0005,CUST82189,2024-11-02,,47873.59,47873.59,FULL,FAILED,Item Not Delivered,Bank,GWREF711365,14,Y,
REF4659188,TXN0005834,,,MERCH0045,CUST13262,2024-07-24,,127875.69,127875.69,FULL,PENDING,Product Defective,Merchant,GWREF879069,1,N,Chargeback case
REF8032929,TXN0005845,,UTR878118815883,MERCH0004,CUST60290,2024-03-31,2024-04-04,122300.96,122300.96,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF746809,5,N,
REF5320882,TXN0005875,,UTR769745479435,MERCH0042,CUST48054,2024-02-25,2024-03-03,3602.87,3602.87,FULL,PROCESSED,Item Not Delivered,System,GWREF590919,7,Y,Chargeback case
REF2661458,TXN0005891,,UTR093239293024,MERCH0015,CUST50451,2024-09-15,2024-09-21,22622.11,22622.11,FULL,PROCESSED,Fraud Suspected,Customer,GWREF425582,9,N,
REF6603590,TXN0005912,,UTR504017967668,MERCH0040,CUST28249,2024-09-26,2024-10-03,8582.13,6513.01,PARTIAL,PROCESSED,Product Defective,Customer,GWREF984196,9,N,Chargeback case
REF9311515,TXN0005913,,,MERCH0025,CUST16939,2024-01-22,,103561.77,103561.77,FULL,FAILED,Product Defective,Customer,GWREF131941,9,N,
REF3343352,TXN0005927,,UTR156724946404,MERCH0020,CUST36778,2024-05-14,2024-05-18,19443.63,19443.63,FULL,PROCESSED,Fraud Suspected,Merchant,GWREF924913,8,N,
REF5594950,TXN0005934,,UTR973389827698,MERCH0027,CUST81510,2024-06-29,2024-07-06,12372.87,5974.53,PARTIAL,PROCESSED,Product Defective,Customer,GWREF892476,5,N,
REF3765023,TXN0005939,,,MERCH0041,CUST20663,2024-09-28,,1528.28,1074.69,PARTIAL,FAILED,Chargeback Initiated,Customer,GWREF786860,9,N,Chargeback case
REF4198938,TXN0005946,,UTR993981729607,MERCH0017,CUST29676,2024-07-07,2024-07-14,77142.21,77142.21,FULL,PROCESSED,Customer Request,Merchant,GWREF920479,10,N,
REF8991048,TXN0005952,,UTR203934503568,MERCH0016,CUST56088,2024-02-13,2024-02-20,101763.75,101763.75,FULL,PROCESSED,Item Not Delivered,Bank,GWREF180952,8,N,
REF2802181,TXN0005955,,UTR688898917931,MERCH0034,CUST48676,2024-08-02,2024-08-08,20987.80,20987.80,FULL,PROCESSED,Customer Request,Bank,GWREF667217,7,Y,
REF8590280,TXN0005962,,UTR709215599213,MERCH0036,CUST95874,2024-05-09,2024-05-16,87448.62,87448.62,FULL,PROCESSED,Product Defective,Customer,GWREF754948,2,N,Chargeback case
REF8574293,TXN0005974,,UTR531445840178,MERCH0022,CUST43577,2024-01-10,2024-01-13,133066.76,133066.76,FULL,PROCESSED,Customer Request,Customer,GWREF577065,3,Y,
REF7250114,TXN0005989,,UTR514185951446,MERCH0004,CUST67337,2024-07-19,2024-07-25,73793.45,73793.45,FULL,PROCESSED,Customer Request,Bank,GWREF117947,5,N,
REF6097658,TXN0006014,,,MERCH0006,CUST30650,2024-09-04,,125057.00,84203.69,PARTIAL,FAILED,Customer Request,System,GWREF393611,1,N,
REF8231503,TXN0006034,,,MERCH0034,CUST70491,2024-11-15,,139054.69,139054.69,FULL,FAILED,Customer Request,Bank,GWREF980841,9,N,Chargeback case
REF2945638,TXN0006037,,UTR385407337173,MERCH0043,CUST71545,2024-11-05,2024-11-11,12275.55,6122.15,PARTIAL,PROCESSED,Chargeback Initiated,System,GWREF867169,4,N,
REF9492334,TXN0006043,,UTR810824742079,MERCH0050,CUST84592,2024-11-27,2024-12-03,148142.77,148142.77,FULL,PROCESSED,Product Defective,Merchant,GWREF324563,1,N,
REF2529694,TXN0006059,,UTR665207983070,MERCH0024,CUST17532,2024-11-22,2024-11-26,92570.56,33712.15,PARTIAL,PROCESSED,Item Not Delivered,Customer,GWREF180047,4,N,
REF1659148,TXN0006084,,,MERCH0034,CUST93958,2024-04-28,,56951.25,39424.22,PARTIAL,FAILED,Item Not Delivered,Customer,GWREF550064,9,N,
REF8269629,TXN0006106,,,MERCH0009,CUST22126,2024-04-05,,106686.79,106686.79,FULL,FAILED,Fraud Suspected,System,GWREF720680,2,N,
REF5196133,TXN0006119,,UTR752349907766,MERCH0037,CUST94598,2024-04-27,2024-04-30,85382.24,85382.24,FULL,PROCESSED,Item Not Delivered,Customer,GWREF284794,1,N,
REF9567101,TXN0006147,,UTR699029473806,MERCH0024,CUST31005,2024-05-20,2024-05-27,13415.20,10727.53,PARTIAL,PROCESSED,Fraud Suspected,Bank,GWREF580456,9,Y,Chargeback case
REF8184443,TXN0006154,,UTR763813173704,MERCH0050,CUST11995,2024-07-05,2024-07-10,116807.18,116807.18,FULL,PROCESSED,Item Not Delivered,Merchant,GWREF467884,4,N,
REF8254800,TXN0006163,,UTR029745684395,MERCH0006,CUST79024,2024-05-01,2024-05-07,84298.48,84298.48,FULL,PROCESSED,Customer Request,Bank,GWREF261941,12,N,Chargeback case
REF5244249,TXN0006172,,,MERCH0028,CUST95576,2024-07-30,,110278.24,110278.24,FULL,INITIATED,Customer Request,Customer,GWREF484546,10,N,
REF5386857,TXN0006174,,UTR383475883785,MERCH0049,CUST97266,2024-08-13,2024-08-19,179.83,179.83,FULL,PROCESSED,Fraud Suspected,Customer,GWREF639279,7,N,
REF2000216,TXN0006186,,UTR763921336213,MERCH0014,CUST68394,2024-06-19,2024-06-22,124251.19,124251.19,FULL,PROCESSED,Product Defective,Customer,GWREF788762,6,N,
REF1565501,TXN0006192,,UTR748613792727,MERCH0016,CUST35417,2024-10-06,2024-10-13,67898.20,67898.20,FULL,PROCESSED,Item Not Delivered,Merchant,GWREF653712,6,N,
REF5216022,TXN0006202,,UTR800922341756,MERCH0024,CUST39977,2024-11-22,2024-11-29,112909.07,60570.80,PARTIAL,PROCESSED,Duplicate Payment,Merchant,GWREF894544,12,N,
REF3801962,TXN0006215,,UTR277992185594,MERCH0020,CUST99983,2024-09-15,2024-09-19,3636.02,3239.60,PARTIAL,PROCESSED,Duplicate Payment,Bank,GWREF693475,2,N,
REF8123053,TXN0006217,,UTR919024445258,MERCH0002,CUST28046,2024-04-22,2024-04-27,144737.37,144737.37,FULL,PROCESSED,Item Not Delivered,Merchant,GWREF333833,1,N,
REF6123766,TXN0006226,,UTR022232752133,MERCH0040,CUST71207,2024-09-18,2024-09-22,59747.37,59747.37,FULL,PROCESSED,Product Defective,Bank,GWREF832561,5,N,
REF4119640,TXN0006228,,UTR070286936539,MERCH0013,CUST49662,2024-04-12,2024-04-17,149087.28,98224.78,PARTIAL,PROCESSED,Chargeback Initiated,Merchant,GWREF644779,8,N,
REF2335832,TXN0006235,,UTR018034381732,MERCH0017,CUST16417,2024-03-05,2024-03-11,37271.89,37271.89,FULL,PROCESSED,Customer Request,Bank,GWREF337132,13,N,
REF5244656,TXN0006257,,UTR396034833796,MERCH0011,CUST91741,2024-08-16,2024-08-20,116327.10,116327.10,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF204617,3,N,
REF8481925,TXN0006272,,,MERCH0050,CUST83907,2024-11-21,,123963.72,123963.72,FULL,PENDING,Fraud Suspected,Merchant,GWREF897155,5,N,
REF6186204,TXN0006273,,,MERCH0035,CUST45056,2024-03-28,,6358.96,6358.96,FULL,FAILED,Product Defective,Bank,GWREF333144,12,N,
REF3202354,TXN0006280,,,MERCH0016,CUST53818,2024-03-01,,136936.83,136936.83,FULL,INITIATED,Item Not Delivered,Customer,GWREF734666,13,N,
REF3072298,TXN0006285,,,MERCH0005,CUST57334,2024-02-17,,119254.68,66703.60,PARTIAL,PENDING,Duplicate Payment,System,GWREF754153,11,N,
REF9527017,TXN0006292,,,MERCH0046,CUST36708,2024-05-06,,123532.88,123532.88,FULL,INITIATED,Item Not Delivered,Merchant,GWREF367035,8,N,
REF7681684,TXN0006296,,UTR810797361470,MERCH0047,CUST11868,2024-05-22,2024-05-26,26736.80,13007.79,PARTIAL,PROCESSED,Chargeback Initiated,Customer,GWREF648744,4,N,Chargeback case
REF8357014,TXN0006302,,,MERCH0030,CUST95600,2024-05-23,,98907.54,98907.54,FULL,FAILED,Fraud Suspected,Merchant,GWREF637167,10,N,
REF1290815,TXN0006303,,UTR543931048619,MERCH0050,CUST10171,2024-02-27,2024-03-01,20990.87,15686.49,PARTIAL,PROCESSED,Chargeback Initiated,System,GWREF277899,1,N,Chargeback case
REF3049618,TXN0006309,,,MERCH0044,CUST34458,2024-02-28,,58776.56,58776.56,FULL,PENDING,Item Not Delivered,System,GWREF959422,2,N,Chargeback case
REF9756597,TXN0006313,,UTR979578738848,MERCH0018,CUST51656,2024-03-14,2024-03-20,10273.08,8202.40,PARTIAL,PROCESSED,Product Defective,System,GWREF852648,2,N,Chargeback case
REF7649654,TXN0006320,,,MERCH0043,CUST65778,2024-03-02,,8515.22,5579.43,PARTIAL,PENDING,Item Not Delivered,Merchant,GWREF929812,3,N,Chargeback case
REF4585607,TXN0006333,,UTR452148638041,MERCH0001,CUST81993,2024-11-04,2024-11-09,94293.06,94293.06,FULL,PROCESSED,Duplicate Payment,Customer,GWREF547768,3,N,
REF4061082,TXN0006336,,UTR556296299180,MERCH0033,CUST10808,2024-07-14,2024-07-17,141717.61,141717.61,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF744981,2,N,
REF4843505,TXN0006337,,UTR493980633060,MERCH0043,CUST37158,2024-11-10,2024-11-13,138923.21,138923.21,FULL,PROCESSED,Customer Request,Merchant,GWREF307245,2,N,
REF6111257,TXN0006352,,UTR779864671188,MERCH0043,CUST19171,2024-07-08,2024-07-12,145238.10,145238.10,FULL,PROCESSED,Duplicate Payment,Customer,GWREF640758,7,N,Chargeback case
REF9363963,TXN0006353,,,MERCH0038,CUST25627,2024-06-30,,1466.05,1466.05,FULL,INITIATED,Product Defective,Merchant,GWREF557726,13,N,
REF1437949,TXN0006361,,UTR220628175821,MERCH0003,CUST18473,2024-03-17,2024-03-21,6135.21,6135.21,FULL,PROCESSED,Item Not Delivered,Merchant,GWREF957630,5,Y,Chargeback case
REF8992483,TXN0006364,,UTR549473946625,MERCH0014,CUST43198,2024-01-10,2024-01-17,85149.47,85149.47,FULL,PROCESSED,Fraud Suspected,System,GWREF667613,5,N,
REF7885982,TXN0006368,,UTR520814318024,MERCH0041,CUST94356,2024-08-01,2024-08-06,142679.53,142679.53,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF351162,5,N,
REF6079937,TXN0006375,,UTR475253793271,MERCH0033,CUST57221,2024-06-11,2024-06-15,129717.05,129717.05,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF507098,1,Y,
REF3704258,TXN0006380,,UTR468141781513,MERCH0027,CUST50937,2024-01-19,2024-01-26,93321.36,93321.36,FULL,PROCESSED,Fraud Suspected,Merchant,GWREF645149,13,N,
REF8365223,TXN0006426,,UTR172641990659,MERCH0010,CUST94643,2024-03-03,2024-03-09,120526.26,77311.51,PARTIAL,PROCESSED,Item Not Delivered,System,GWREF867844,13,N,
REF7813409,TXN0006449,,UTR725435660140,MERCH0029,CUST42801,2024-02-29,2024-03-05,97559.45,68629.72,PARTIAL,PROCESSED,Chargeback Initiated,System,GWREF975416,1,N,
REF7225485,TXN0006494,,,MERCH0041,CUST68424,2024-05-18,,39894.78,39894.78,FULL,PENDING,Item Not Delivered,Merchant,GWREF575235,11,N,
REF8270004,TXN0006500,,,MERCH0026,CUST76190,2024-10-01,,148076.24,148076.24,FULL,INITIATED,Chargeback Initiated,Bank,GWREF403862,3,N,Chargeback case
REF5945656,TXN0006501,,UTR365121148221,MERCH0048,CUST24889,2024-05-24,2024-05-29,49474.84,24087.39,PARTIAL,PROCESSED,Customer Request,Customer,GWREF645415,10,Y,Chargeback case
REF9769853,TXN0006506,,UTR276111554809,MERCH0009,CUST93915,2024-06-08,2024-06-14,80061.22,62244.04,PARTIAL,PROCESSED,Product Defective,Bank,GWREF463354,13,Y,
REF4654929,TXN0006514,,UTR210792553128,MERCH0017,CUST27708,2024-02-01,2024-02-04,99722.11,99722.11,FULL,PROCESSED,Product Defective,System,GWREF588764,11,N,
REF3697433,TXN0006521,,UTR865467140099,MERCH0042,CUST63161,2024-07-24,2024-07-27,51358.57,51358.57,FULL,PROCESSED,Duplicate Payment,System,GWREF839329,9,N,
REF8165551,TXN0006523,,UTR426518996188,MERCH0043,CUST45012,2024-04-18,2024-04-25,42579.22,42579.22,FULL,PROCESSED,Product Defective,Customer,GWREF296023,6,N,
REF2055675,TXN0006541,,UTR961516512333,MERCH0033,CUST97360,2024-10-10,2024-10-17,5392.92,5392.92,FULL,PROCESSED,Customer Request,Customer,GWREF847076,7,N,
REF1265139,TXN0006547,,UTR736276243607,MERCH0048,CUST35894,2024-09-21,2024-09-28,125264.00,47889.31,PARTIAL,PROCESSED,Customer Request,Merchant,GWREF721894,12,N,
REF8733665,TXN0006548,,UTR074564950074,MERCH0014,CUST77851,2024-07-06,2024-07-09,122426.09,105442.44,PARTIAL,PROCESSED,Customer Request,Merchant,GWREF953347,11,N,
REF6580589,TXN0006559,,UTR054463240081,MERCH0015,CUST40516,2024-03-07,2024-03-11,141178.45,74346.48,PARTIAL,PROCESSED,Product Defective,System,GWREF361419,5,N,
REF4225204,TXN0006565,,UTR153797800690,MERCH0027,CUST10757,2024-03-07,2024-03-14,75841.03,75841.03,FULL,PROCESSED,Product Defective,Customer,GWREF478877,12,N,
REF1008011,TXN0006575,,,MERCH0042,CUST77534,2024-11-24,,58752.21,58752.21,FULL,INITIATED,Item Not Delivered,Bank,GWREF314721,13,N,Chargeback case
REF2539977,TXN0006579,,UTR517858769459,MERCH0046,CUST38173,2024-08-11,2024-08-18,7494.91,7494.91,FULL,PROCESSED,Product Defective,System,GWREF530889,6,N,Chargeback case
REF5224544,TXN0006591,,,MERCH0032,CUST10111,2024-01-19,,17330.99,17330.99,FULL,PENDING,Item Not Delivered,Customer,GWREF634878,10,N,
REF3820055,TXN0006592,,UTR496415157864,MERCH0008,CUST93813,2024-01-29,2024-02-01,38966.46,23528.84,PARTIAL,PROCESSED,Chargeback Initiated,Merchant,GWREF475819,14,N,
REF8508112,TXN0006593,,UTR850954576060,MERCH0039,CUST20312,2024-07-20,2024-07-24,130836.36,108002.69,PARTIAL,PROCESSED,Item Not Delivered,Merchant,GWREF816387,7,N,
REF3549134,TXN0006596,,UTR119379066233,MERCH0033,CUST37089,2024-11-21,2024-11-27,141151.61,141151.61,FULL,PROCESSED,Item Not Delivered,Customer,GWREF484742,2,N,
REF4596443,TXN0006604,,UTR130573391177,MERCH0020,CUST67641,2024-01-29,2024-02-02,144655.77,144655.77,FULL,PROCESSED,Fraud Suspected,Bank,GWREF945590,7,N,
REF1373982,TXN0006609,,UTR666179826990,MERCH0025,CUST14827,2024-03-21,2024-03-24,125523.99,125523.99,FULL,PROCESSED,Fraud Suspected,Bank,GWREF715532,1,N,
REF8729741,TXN0006612,,,MERCH0045,CUST19302,2024-03-01,,46183.93,46183.93,FULL,FAILED,Customer Request,Merchant,GWREF278288,2,N,
REF7602400,TXN0006618,,,MERCH0017,CUST57384,2024-01-29,,139641.04,139641.04,FULL,INITIATED,Duplicate Payment,Customer,GWREF777229,11,N,
REF8826111,TXN0006650,,,MERCH0049,CUST61229,2024-10-10,,95302.68,60316.83,PARTIAL,PENDING,Customer Request,Bank,GWREF104519,12,N,
REF8531069,TXN0006656,,UTR685230847906,MERCH0028,CUST32615,2024-07-22,2024-07-25,44369.42,44369.42,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF860075,10,N,
REF8939277,TXN0006668,,UTR510180121234,MERCH0047,CUST96931,2024-04-22,2024-04-29,61604.48,61604.48,FULL,PROCESSED,Customer Request,Bank,GWREF921073,2,N,
REF4377404,TXN0006669,,UTR168938827672,MERCH0039,CUST40708,2024-08-11,2024-08-18,5119.34,5119.34,FULL,PROCESSED,Item Not Delivered,System,GWREF482935,2,N,Chargeback case
REF9839347,TXN0006685,,,MERCH0037,CUST66276,2024-06-05,,14443.34,14443.34,FULL,INITIATED,Customer Request,Merchant,GWREF272925,9,Y,
