bank_txn_id,transaction_id,utr_number,merchant_id,acquirer_bank,settlement_date,value_date,bank_settled_amount,charges_deducted,gst_deducted,currency_code,settlement_status,batch_id,neft_ifsc,mismatch_reason,narration
BNKTXN5382463,TXN0007713,UTR713708888699,MERCH0011,Yes Bank,09-05-2024,10-05-2024,145477.51,2645.49,476.19,INR,SETTLED,BATCH202405083,HDFC1786,,Settlement for TXN0007713
BNKTXN1014627,TXN0007714,UTR629866996598,MERCH0048,ICICI Bank,23-03-2024,24-03-2024,65342.73,730.12,131.42,INR,SETTLED,BATCH202403224,HDFC7234,,Settlement for TXN0007714
BNKTXN7363894,TXN0007716,UTR166941075884,MERCH0014,PNB,03-09-2024,04-09-2024,91340.39,2327.51,418.95,INR,SETTLED,BATCH202409022,HDFC5627,,Settlement for TXN0007716
BNKTXN4224535,TXN0007718,UTR807364511439,MERCH0034,Axis Bank,27-07-2024,28-07-2024,78141.66,1829.82,329.37,INR,SETTLED,BATCH202407251,HDFC4708,,Settlement for TXN0007718
BNKTXN2319743,TXN0007720,UTR085805771575,MERCH0047,Kotak,27-09-2024,28-09-2024,72168.05,1147.07,206.47,INR,SETTLED,BATCH202409263,HDFC4342,,Settlement for TXN0007720
BNKTXN4515823,TXN0007721,UTR601936352235,MERCH0011,Yes Bank,12-02-2024,13-02-2024,125180.21,2816.6,506.99,INR,SETTLED,BATCH202402102,HDFC4014,,Settlement for TXN0007721
BNKTXN9771806,TXN0007722,UTR735845301913,MERCH0027,PNB,26-02-2024,27-02-2024,42959.02,652.55,117.46,INR,SETTLED,BATCH202402244,HDFC7930,,Settlement for TXN0007722
BNKTXN1871211,TXN0007723,UTR666846519222,MERCH0005,ICICI Bank,30-06-2024,01-07-2024,66736.44,1209.37,217.69,INR,SETTLED,BATCH202406285,HDFC7079,,Settlement for TXN0007723
BNKTXN2766615,TXN0007724,UTR281187292348,MERCH0049,Yes Bank,26-02-2024,27-02-2024,91702.96,1367.35,246.12,INR,SETTLED,BATCH202402254,HDFC1053,,Settlement for TXN0007724
BNKTXN4404273,TXN0007725,UTR442086516795,MERCH0029,Yes Bank,04-02-2024,05-02-2024,38127.28,600.58,108.1,INR,SETTLED,BATCH202402031,HDFC4722,,Settlement for TXN0007725
BNKTXN4021153,TXN0007727,UTR410790354217,MERCH0032,ICICI Bank,13-02-2024,14-02-2024,51331.91,1135.72,204.43,INR,SETTLED,BATCH202402115,HDFC6975,,Settlement for TXN0007727
BNKTXN7307149,TXN0007728,UTR642114225941,MERCH0042,HDFC Bank,28-09-2024,29-09-2024,105599.26,1670.03,300.61,INR,SETTLED,BATCH202409262,HDFC8749,,Settlement for TXN0007728
BNKTXN9253626,TXN0007729,UTR453428002714,MERCH0026,Axis Bank,01-06-2024,02-06-2024,60763.54,1404.46,252.8,INR,SETTLED,BATCH202405311,HDFC6545,,Settlement for TXN0007729
BNKTXN2044257,TXN0007730,UTR442638017065,MERCH0028,HDFC Bank,13-01-2024,14-01-2024,106608.38,1242.3,223.61,INR,SETTLED,BATCH202401115,HDFC3739,,Settlement for TXN0007730
BNKTXN7727100,TXN0007733,UTR816596054377,MERCH0004,ICICI Bank,17-04-2024,18-04-2024,134198.01,1562.64,281.28,INR,SETTLED,BATCH202404163,HDFC8025,,Settlement for TXN0007733
BNKTXN3214934,TXN0007734,UTR887585341524,MERCH0036,PNB,20-03-2024,21-03-2024,95694.82,1255.02,225.9,INR,SETTLED,BATCH202403181,HDFC2240,,Settlement for TXN0007734
BNKTXN8468801,TXN0007737,UTR567062465146,MERCH0032,PNB,16-04-2024,17-04-2024,21649.95,528.61,95.15,INR,SETTLED,BATCH202404144,HDFC7914,,Settlement for TXN0007737
BNKTXN7566439,TXN0007738,UTR635623004235,MERCH0008,PNB,21-06-2024,22-06-2024,106346.62,1411.66,254.1,INR,SETTLED,BATCH202406192,HDFC9369,,Settlement for TXN0007738
BNKTXN7866787,TXN0007739,,MERCH0004,Kotak,01-05-2024,02-05-2024,24133.42,285.74,51.43,INR,SETTLED,BATCH202404291,HDFC2541,,Settlement for TXN0007739
BNKTXN7729145,TXN0007740,UTR777263482776,MERCH0020,Yes Bank,12-04-2024,13-04-2024,108977.7,1272.86,229.11,INR,SETTLED,BATCH202404105,HDFC9180,,Settlement for TXN0007740
BNKTXN4577978,TXN0007741,UTR848309757806,MERCH0014,Kotak,01-10-2024,02-10-2024,42701.62,970.29,174.65,INR,SETTLED,BATCH202409305,HDFC3319,,Settlement for TXN0007741
BNKTXN4328477,TXN0007742,UTR913874116560,MERCH0033,PNB,26-09-2024,27-09-2024,85205.41,1183.28,212.99,INR,SETTLED,BATCH202409251,HDFC4269,,Settlement for TXN0007742
BNKTXN1639664,TXN0007743,UTR676129754362,MERCH0001,Yes Bank,28-04-2024,29-04-2024,32212.76,805.65,145.02,INR,SETTLED,BATCH202404263,HDFC8639,,Settlement for TXN0007743
BNKTXN2412339,TXN0007744,UTR905096002651,MERCH0010,PNB,09-05-2024,10-05-2024,21829.51,459.01,82.62,INR,SETTLED,BATCH202405085,HDFC1833,,Settlement for TXN0007744
BNKTXN5280475,TXN0007745,,MERCH0050,Kotak,10-10-2024,11-10-2024,89459.65,1648.28,296.69,INR,SETTLED,BATCH202410094,HDFC6057,,Settlement for TXN0007745
BNKTXN6695068,TXN0007746,,MERCH0009,Yes Bank,26-02-2024,27-02-2024,11825.29,278.6,50.15,INR,SETTLED,BATCH202402241,HDFC3559,,Settlement for TXN0007746
BNKTXN4506325,TXN0007747,UTR380767016710,MERCH0004,Yes Bank,06-01-2024,07-01-2024,7902.91,157.55,28.36,INR,SETTLED,BATCH202401043,HDFC9996,,Settlement for TXN0007747
BNKTXN4188489,TXN0007748,UTR412270957873,MERCH0017,ICICI Bank,20-03-2024,21-03-2024,78796.53,1182.34,212.82,INR,SETTLED,BATCH202403182,HDFC2143,,Settlement for TXN0007748
BNKTXN2728614,TXN0007749,UTR943893864652,MERCH0019,HDFC Bank,14-11-2024,15-11-2024,53695.23,1134.11,204.14,INR,SETTLED,BATCH202411133,HDFC5217,,Settlement for TXN0007749
BNKTXN7876790,TXN0007750,UTR218396098783,MERCH0026,SBI,16-11-2024,17-11-2024,20692.83,236.87,42.64,INR,SETTLED,BATCH202411153,HDFC3295,Partial Settlement,Settlement for TXN0007750
BNKTXN4824250,TXN0007751,UTR559364570291,MERCH0050,ICICI Bank,24-01-2024,25-01-2024,31412.52,461.19,83.01,INR,SETTLED,BATCH202401232,HDFC2357,,Settlement for TXN0007751
BNKTXN7634702,TXN0007752,UTR732912562986,MERCH0003,Axis Bank,08-06-2024,09-06-2024,6351.13,73.21,13.18,INR,SETTLED,BATCH202406072,HDFC9502,,Settlement for TXN0007752
BNKTXN3737373,TXN0007754,UTR288440619178,MERCH0033,ICICI Bank,10-06-2024,11-06-2024,127440.8,1936.04,348.49,INR,SETTLED,BATCH202406083,HDFC5289,,Settlement for TXN0007754
BNKTXN1267889,TXN0007755,UTR865783465528,MERCH0031,ICICI Bank,05-01-2024,06-01-2024,37654.21,807.21,145.3,INR,SETTLED,BATCH202401041,HDFC7765,,Settlement for TXN0007755
BNKTXN7449256,TXN0007756,UTR760289624351,MERCH0032,ICICI Bank,02-03-2024,03-03-2024,55654.32,801.62,144.29,INR,SETTLED,BATCH202402291,HDFC1039,,Settlement for TXN0007756
BNKTXN7027558,TXN0007758,UTR665463896783,MERCH0011,ICICI Bank,09-06-2024,10-06-2024,51650.26,1008.94,181.61,INR,SETTLED,BATCH202406085,HDFC6570,,Settlement for TXN0007758
BNKTXN4099970,TXN0007759,UTR672796589546,MERCH0022,PNB,08-05-2024,09-05-2024,138154.4,3255.72,586.03,INR,SETTLED,BATCH202405065,HDFC9799,,Settlement for TXN0007759
BNKTXN1693529,TXN0007760,UTR486715623347,MERCH0017,Axis Bank,14-02-2024,15-02-2024,129730.69,2121.3,381.83,INR,SETTLED,BATCH202402122,HDFC5346,,Settlement for TXN0007760
BNKTXN9629553,TXN0007761,UTR120615400575,MERCH0011,HDFC Bank,27-11-2024,28-11-2024,144744.53,2311.9,416.14,INR,SETTLED,BATCH202411255,HDFC3680,Fee Rounding,Settlement for TXN0007761
BNKTXN1034820,TXN0007763,UTR317727184523,MERCH0006,SBI,18-11-2024,19-11-2024,138064.3,3144.66,566.04,INR,SETTLED,BATCH202411171,HDFC7512,,Settlement for TXN0007763
BNKTXN8735741,TXN0007765,UTR487553495913,MERCH0028,ICICI Bank,19-06-2024,20-06-2024,132710.51,1504.14,270.75,INR,SETTLED,BATCH202406181,HDFC1317,,Settlement for TXN0007765
BNKTXN2302228,TXN0007767,UTR019801650746,MERCH0042,Yes Bank,03-07-2024,04-07-2024,63397.93,1363.76,245.48,INR,SETTLED,BATCH202407023,HDFC4980,,Settlement for TXN0007767
BNKTXN2328672,TXN0007768,UTR200993825676,MERCH0039,Yes Bank,21-08-2024,22-08-2024,141258.93,2489.04,448.03,INR,SETTLED,BATCH202408193,HDFC9477,,Settlement for TXN0007768
BNKTXN3998009,TXN0007770,UTR778554597693,MERCH0038,ICICI Bank,03-05-2024,04-05-2024,27554.53,355.45,63.98,INR,SETTLED,BATCH202405025,HDFC2462,,Settlement for TXN0007770
BNKTXN1800928,TXN0007771,UTR613094404617,MERCH0014,Axis Bank,05-09-2024,06-09-2024,20524.53,372.59,67.07,INR,SETTLED,BATCH202409032,HDFC6555,,Settlement for TXN0007771
BNKTXN4398356,TXN0007772,UTR627660017889,MERCH0030,ICICI Bank,09-05-2024,10-05-2024,30324.31,435.64,78.42,INR,SETTLED,BATCH202405083,HDFC9127,,Settlement for TXN0007772
BNKTXN6125182,TXN0007774,UTR120508330254,MERCH0035,PNB,20-07-2024,21-07-2024,12786.95,144.64,26.04,INR,SETTLED,BATCH202407181,HDFC6585,,Settlement for TXN0007774
BNKTXN6507438,TXN0007777,UTR962137836907,MERCH0018,HDFC Bank,21-04-2024,22-04-2024,90902.68,1747.03,314.47,INR,SETTLED,BATCH202404204,HDFC6899,,Settlement for TXN0007777
BNKTXN2836135,TXN0007779,UTR067271407724,MERCH0028,HDFC Bank,07-07-2024,08-07-2024,21978.24,281.28,50.63,INR,SETTLED,BATCH202407053,HDFC9530,,Settlement for TXN0007779
BNKTXN7203591,TXN0007780,UTR044392854286,MERCH0023,SBI,13-05-2024,14-05-2024,99573.75,1449.83,260.97,INR,SETTLED,BATCH202405121,HDFC6542,,Settlement for TXN0007780
BNKTXN2807287,TXN0007781,UTR176939880587,MERCH0036,Yes Bank,01-07-2024,02-07-2024,144890.35,2100.45,378.08,INR,SETTLED,BATCH202406305,HDFC2263,,Settlement for TXN0007781
BNKTXN7845679,TXN0007782,UTR048458339576,MERCH0037,ICICI Bank,10-06-2024,11-06-2024,102433.98,2018.19,363.27,INR,SETTLED,BATCH202406094,HDFC7328,,Settlement for TXN0007782
BNKTXN8578410,TXN0007785,UTR286771549128,MERCH0026,Yes Bank,19-11-2024,20-11-2024,48537.55,1002.92,180.53,INR,SETTLED,BATCH202411172,HDFC4421,,Settlement for TXN0007785
BNKTXN3536372,TXN0007786,UTR263039340737,MERCH0014,Kotak,14-03-2024,15-03-2024,132248.55,2252.97,405.53,INR,SETTLED,BATCH202403133,HDFC7849,,Settlement for TXN0007786
BNKTXN5870837,TXN0007787,UTR148068255248,MERCH0027,ICICI Bank,06-10-2024,07-10-2024,136083.23,1820.58,327.7,INR,SETTLED,BATCH202410055,HDFC4236,,Settlement for TXN0007787
BNKTXN7244467,TXN0007788,UTR400964743417,MERCH0008,Axis Bank,21-07-2024,22-07-2024,144569.99,2481.36,446.64,INR,SETTLED,BATCH202407203,HDFC7648,,Settlement for TXN0007788
BNKTXN2342217,TXN0007789,UTR656779387625,MERCH0003,Axis Bank,29-03-2024,30-03-2024,128325.29,2876.21,517.72,INR,SETTLED,BATCH202403274,HDFC9945,,Settlement for TXN0007789
BNKTXN8118225,TXN0007790,UTR823723599677,MERCH0023,SBI,26-11-2024,27-11-2024,27577.14,250.74,45.13,INR,SETTLED,BATCH202411245,HDFC6629,,Settlement for TXN0007790
BNKTXN2180333,TXN0007791,,MERCH0040,HDFC Bank,20-09-2024,21-09-2024,56617.52,918.23,165.28,INR,SETTLED,BATCH202409183,HDFC2389,,Settlement for TXN0007791
BNKTXN3540988,TXN0007792,UTR271609918212,MERCH0040,HDFC Bank,10-03-2024,11-03-2024,9463.83,184.38,33.19,INR,SETTLED,BATCH202403094,HDFC8232,Fee Rounding,Settlement for TXN0007792
BNKTXN9509607,TXN0007794,UTR484615997340,MERCH0011,Yes Bank,13-03-2024,14-03-2024,132163.37,3250.24,585.04,INR,SETTLED,BATCH202403121,HDFC4898,,Settlement for TXN0007794
BNKTXN2961097,TXN0007795,UTR273213874930,MERCH0025,Kotak,06-10-2024,07-10-2024,132905.49,2858.24,514.48,INR,SETTLED,BATCH202410042,HDFC2158,Fee Rounding,Settlement for TXN0007795
BNKTXN4062761,TXN0007796,UTR821784383717,MERCH0027,HDFC Bank,15-02-2024,16-02-2024,120412.91,2568.25,462.28,INR,SETTLED,BATCH202402144,HDFC1034,,Settlement for TXN0007796
BNKTXN5491890,TXN0007797,UTR100524367547,MERCH0039,PNB,23-08-2024,24-08-2024,38592.2,983.17,176.97,INR,SETTLED,BATCH202408224,HDFC5527,,Settlement for TXN0007797
BNKTXN1591172,TXN0007798,UTR470026552309,MERCH0043,ICICI Bank,17-05-2024,18-05-2024,103160.1,2614.3,470.57,INR,SETTLED,BATCH202405152,HDFC8374,Fee Rounding,Settlement for TXN0007798
BNKTXN6105201,TXN0007800,UTR470791170575,MERCH0039,Kotak,24-01-2024,25-01-2024,68179.23,989.3,178.07,INR,SETTLED,BATCH202401224,HDFC9588,,Settlement for TXN0007800
BNKTXN7722155,TXN0007802,UTR552827256623,MERCH0038,SBI,13-08-2024,14-08-2024,116991.64,2974.85,535.47,INR,SETTLED,BATCH202408124,HDFC1183,,Settlement for TXN0007802
BNKTXN8127033,TXN0007803,UTR615115207580,MERCH0026,ICICI Bank,16-11-2024,17-11-2024,97105.73,1829.97,329.39,INR,SETTLED,BATCH202411152,HDFC8631,,Settlement for TXN0007803
BNKTXN5712813,TXN0007804,UTR085041735876,MERCH0047,Kotak,30-08-2024,31-08-2024,46587.9,630.1,113.42,INR,SETTLED,BATCH202408285,HDFC7593,,Settlement for TXN0007804
BNKTXN8388028,TXN0007805,UTR809397585307,MERCH0022,ICICI Bank,24-02-2024,25-02-2024,40958.2,838.86,150.99,INR,SETTLED,BATCH202402231,HDFC6636,,Settlement for TXN0007805
BNKTXN6026513,TXN0007806,UTR837275732523,MERCH0017,Yes Bank,18-10-2024,19-10-2024,76658.66,1893.84,340.89,INR,SETTLED,BATCH202410175,HDFC5148,,Settlement for TXN0007806
BNKTXN9692347,TXN0007807,UTR612310319000,MERCH0045,Kotak,17-11-2024,18-11-2024,124497.31,1650.19,297.03,INR,SETTLED,BATCH202411162,HDFC2487,,Settlement for TXN0007807
BNKTXN1704971,TXN0007808,UTR104358818449,MERCH0013,PNB,14-07-2024,15-07-2024,95514.22,1988.22,357.88,INR,SETTLED,BATCH202407125,HDFC8713,,Settlement for TXN0007808
BNKTXN5600253,TXN0007812,UTR988139468885,MERCH0045,Axis Bank,10-11-2024,11-11-2024,81763.31,1518.04,273.25,INR,SETTLED,BATCH202411083,HDFC8712,,Settlement for TXN0007812
BNKTXN3267305,TXN0007815,UTR694116050619,MERCH0039,HDFC Bank,27-10-2024,28-10-2024,125323.96,2994.96,539.09,INR,SETTLED,BATCH202410254,HDFC2307,,Settlement for TXN0007815
BNKTXN5760217,TXN0007816,UTR301776269732,MERCH0010,Kotak,28-01-2024,29-01-2024,11770.45,157.21,28.3,INR,SETTLED,BATCH202401272,HDFC9103,,Settlement for TXN0007816
BNKTXN6570474,TXN0007817,UTR704297453961,MERCH0028,PNB,27-01-2024,28-01-2024,140274.35,3581.57,644.68,INR,SETTLED,BATCH202401261,HDFC1903,,Settlement for TXN0007817
BNKTXN9438385,TXN0007818,UTR997247908911,MERCH0006,Yes Bank,19-07-2024,20-07-2024,87930.66,1753.35,315.6,INR,SETTLED,BATCH202407185,HDFC3997,,Settlement for TXN0007818
BNKTXN5793921,TXN0007819,UTR038303084732,MERCH0007,ICICI Bank,07-05-2024,08-05-2024,34551.6,695.91,125.26,INR,SETTLED,BATCH202405051,HDFC3178,,Settlement for TXN0007819
BNKTXN1970139,TXN0007820,UTR278854141375,MERCH0019,Yes Bank,12-10-2024,13-10-2024,46268.93,560.91,100.96,INR,SETTLED,BATCH202410111,HDFC2600,,Settlement for TXN0007820
BNKTXN7185801,TXN0007822,UTR962102190001,MERCH0019,HDFC Bank,31-03-2024,01-04-2024,35624.68,896.51,161.37,INR,SETTLED,BATCH202403292,HDFC7746,,Settlement for TXN0007822
BNKTXN9845207,TXN0007823,UTR922053301528,MERCH0037,Kotak,24-02-2024,25-02-2024,55612.69,914.37,164.59,INR,SETTLED,BATCH202402225,HDFC4382,,Settlement for TXN0007823
BNKTXN9830061,TXN0007824,UTR335338387421,MERCH0020,PNB,02-04-2024,03-04-2024,56759.81,551.28,99.23,INR,SETTLED,BATCH202403314,HDFC8574,,Settlement for TXN0007824
BNKTXN6881930,TXN0007825,UTR574625799976,MERCH0008,HDFC Bank,21-07-2024,22-07-2024,80894.04,1068.08,192.25,INR,SETTLED,BATCH202407195,HDFC3620,,Settlement for TXN0007825
BNKTXN4404497,TXN0007826,UTR783091121814,MERCH0013,Yes Bank,22-07-2024,23-07-2024,101586.67,1331.0,239.58,INR,SETTLED,BATCH202407215,HDFC2419,,Settlement for TXN0007826
BNKTXN2498018,TXN0007827,UTR300031889078,MERCH0008,ICICI Bank,27-10-2024,28-10-2024,24200.58,595.74,107.23,INR,SETTLED,BATCH202410264,HDFC1674,,Settlement for TXN0007827
BNKTXN8978513,TXN0007828,UTR933382653632,MERCH0028,Kotak,07-08-2024,08-08-2024,94719.34,1209.92,217.79,INR,SETTLED,BATCH202408054,HDFC7582,,Settlement for TXN0007828
BNKTXN8317150,TXN0007832,UTR825241852369,MERCH0039,SBI,12-01-2024,13-01-2024,76808.94,1269.88,228.58,INR,SETTLED,BATCH202401115,HDFC6670,,Settlement for TXN0007832
BNKTXN5947161,TXN0007833,UTR537919046584,MERCH0014,Kotak,05-11-2024,06-11-2024,132026.34,2309.95,415.79,INR,SETTLED,BATCH202411032,HDFC2626,,Settlement for TXN0007833
BNKTXN9001398,TXN0007835,UTR428283104769,MERCH0043,PNB,31-01-2024,01-02-2024,126997.5,1950.16,351.03,INR,SETTLED,BATCH202401305,HDFC2802,,Settlement for TXN0007835
BNKTXN3927962,TXN0007836,UTR116565988805,MERCH0018,PNB,06-10-2024,07-10-2024,81195.06,1947.25,350.5,INR,SETTLED,BATCH202410051,HDFC8983,,Settlement for TXN0007836
BNKTXN7532074,TXN0007838,UTR459419813461,MERCH0014,Axis Bank,04-07-2024,05-07-2024,3185.0,39.82,7.17,INR,SETTLED,BATCH202407025,HDFC9751,,Settlement for TXN0007838
BNKTXN6772010,TXN0007839,UTR130888835006,MERCH0023,ICICI Bank,18-01-2024,19-01-2024,74224.11,769.06,138.43,INR,SETTLED,BATCH202401163,HDFC3791,,Settlement for TXN0007839
BNKTXN2419186,TXN0007841,UTR104483970193,MERCH0009,PNB,09-05-2024,10-05-2024,117474.69,2922.27,526.01,INR,SETTLED,BATCH202405085,HDFC7798,,Settlement for TXN0007841
BNKTXN4661532,TXN0007844,UTR631637542599,MERCH0016,HDFC Bank,14-11-2024,15-11-2024,27238.86,283.67,51.06,INR,SETTLED,BATCH202411122,HDFC2316,,Settlement for TXN0007844
BNKTXN4339178,TXN0007845,UTR446938536062,MERCH0028,SBI,14-02-2024,15-02-2024,108857.51,1112.42,200.24,INR,SETTLED,BATCH202402131,HDFC4445,,Settlement for TXN0007845
BNKTXN5544873,TXN0007846,UTR454996140484,MERCH0007,Yes Bank,15-02-2024,16-02-2024,16186.16,195.37,35.17,INR,SETTLED,BATCH202402134,HDFC2379,,Settlement for TXN0007846
BNKTXN3436537,TXN0007848,UTR939780230039,MERCH0038,ICICI Bank,16-08-2024,17-08-2024,27860.13,320.11,57.62,INR,SETTLED,BATCH202408145,HDFC9727,Fee Rounding,Settlement for TXN0007848
BNKTXN5596764,TXN0007849,UTR088868723904,MERCH0017,Yes Bank,12-10-2024,13-10-2024,37495.92,407.4,73.33,INR,SETTLED,BATCH202410112,HDFC2074,,Settlement for TXN0007849
BNKTXN5860033,TXN0007850,UTR713858257610,MERCH0049,Kotak,16-07-2024,17-07-2024,104456.25,2160.05,388.81,INR,SETTLED,BATCH202407144,HDFC9825,,Settlement for TXN0007850
BNKTXN3442163,TXN0007851,UTR488728896114,MERCH0050,Yes Bank,06-11-2024,07-11-2024,124710.62,2586.76,465.62,INR,SETTLED,BATCH202411051,HDFC7516,,Settlement for TXN0007851
BNKTXN8052462,TXN0007852,UTR614400153911,MERCH0030,SBI,25-11-2024,26-11-2024,74254.23,1124.84,202.47,INR,SETTLED,BATCH202411241,HDFC7781,,Settlement for TXN0007852
BNKTXN5993451,TXN0007854,UTR429525906936,MERCH0022,Axis Bank,12-05-2024,13-05-2024,21972.72,514.23,92.56,INR,SETTLED,BATCH202405113,HDFC4571,,Settlement for TXN0007854
BNKTXN6819305,TXN0007855,UTR691419927180,MERCH0021,Yes Bank,14-11-2024,15-11-2024,86583.14,1025.6,184.61,INR,SETTLED,BATCH202411122,HDFC2038,,Settlement for TXN0007855
BNKTXN5554767,TXN0007856,UTR422420269475,MERCH0021,Yes Bank,29-07-2024,30-07-2024,8553.28,166.98,30.06,INR,SETTLED,BATCH202407284,HDFC5347,,Settlement for TXN0007856
BNKTXN3532985,TXN0007857,UTR289213958248,MERCH0019,PNB,09-08-2024,10-08-2024,77281.93,854.56,153.82,INR,SETTLED,BATCH202408073,HDFC5580,,Settlement for TXN0007857
BNKTXN1823102,TXN0007858,UTR686261866521,MERCH0002,ICICI Bank,03-08-2024,04-08-2024,110144.38,2747.54,494.56,INR,SETTLED,BATCH202408014,HDFC8591,,Settlement for TXN0007858
BNKTXN9966644,TXN0007859,UTR951388875653,MERCH0041,Kotak,13-04-2024,14-04-2024,138149.25,1688.45,303.92,INR,SETTLED,BATCH202404115,HDFC1272,,Settlement for TXN0007859
BNKTXN6463283,TXN0007860,UTR181974245375,MERCH0038,SBI,22-03-2024,23-03-2024,75228.0,944.81,170.07,INR,SETTLED,BATCH202403214,HDFC7275,,Settlement for TXN0007860
BNKTXN9991394,TXN0007861,UTR600862975967,MERCH0004,PNB,30-10-2024,31-10-2024,30976.77,536.5,96.57,INR,SETTLED,BATCH202410285,HDFC8115,,Settlement for TXN0007861
BNKTXN2192561,TXN0007863,UTR079213145731,MERCH0017,PNB,13-10-2024,14-10-2024,76612.61,1308.15,235.47,INR,SETTLED,BATCH202410124,HDFC3918,,Settlement for TXN0007863
BNKTXN3718435,TXN0007867,UTR272661922283,MERCH0007,Axis Bank,18-01-2024,19-01-2024,96342.33,892.09,160.58,INR,SETTLED,BATCH202401171,HDFC5379,,Settlement for TXN0007867
BNKTXN3159793,TXN0007868,UTR206532884698,MERCH0040,ICICI Bank,30-11-2024,01-12-2024,9495.12,132.0,23.76,INR,SETTLED,BATCH202411285,HDFC8234,,Settlement for TXN0007868
BNKTXN5847708,TXN0007870,UTR742471577191,MERCH0020,Yes Bank,24-04-2024,25-04-2024,13181.21,306.65,55.2,INR,SETTLED,BATCH202404232,HDFC4493,,Settlement for TXN0007870
BNKTXN7151428,TXN0007871,UTR865354188616,MERCH0007,PNB,04-04-2024,05-04-2024,114185.29,2683.03,482.95,INR,SETTLED,BATCH202404022,HDFC3595,,Settlement for TXN0007871
BNKTXN4358975,TXN0007872,UTR655488744816,MERCH0024,SBI,25-02-2024,26-02-2024,9359.02,208.68,37.56,INR,SETTLED,BATCH202402235,HDFC1342,,Settlement for TXN0007872
BNKTXN5599354,TXN0007873,UTR738638149112,MERCH0024,Yes Bank,02-08-2024,03-08-2024,134904.01,3292.32,592.62,INR,SETTLED,BATCH202407315,HDFC8753,,Settlement for TXN0007873
BNKTXN3169520,TXN0007874,UTR560582021995,MERCH0005,Axis Bank,01-08-2024,02-08-2024,88080.4,1257.36,226.32,INR,SETTLED,BATCH202407312,HDFC6562,,Settlement for TXN0007874
BNKTXN4230379,TXN0007876,UTR493258726655,MERCH0027,Kotak,18-04-2024,19-04-2024,127603.65,1764.06,317.53,INR,SETTLED,BATCH202404173,HDFC6693,,Settlement for TXN0007876
BNKTXN5887226,TXN0007877,UTR381780590158,MERCH0010,Yes Bank,09-04-2024,10-04-2024,55703.48,549.11,98.84,INR,SETTLED,BATCH202404085,HDFC8233,,Settlement for TXN0007877
BNKTXN1425266,TXN0007879,UTR508560383847,MERCH0022,SBI,10-02-2024,11-02-2024,121816.07,2517.33,453.12,INR,SETTLED,BATCH202402092,HDFC1597,,Settlement for TXN0007879
BNKTXN3507289,TXN0007880,UTR286844705803,MERCH0048,Axis Bank,10-03-2024,11-03-2024,8150.01,206.61,37.19,INR,SETTLED,BATCH202403092,HDFC5310,,Settlement for TXN0007880
BNKTXN3367738,TXN0007881,UTR835051915049,MERCH0021,SBI,26-01-2024,27-01-2024,85952.27,1735.81,312.45,INR,SETTLED,BATCH202401254,HDFC5917,,Settlement for TXN0007881
BNKTXN2166962,TXN0007882,UTR974913572949,MERCH0026,HDFC Bank,21-11-2024,22-11-2024,44476.44,1066.56,191.98,INR,SETTLED,BATCH202411201,HDFC2122,,Settlement for TXN0007882
BNKTXN8164863,TXN0007883,UTR642566242162,MERCH0028,Yes Bank,05-11-2024,06-11-2024,31724.88,377.41,67.93,INR,SETTLED,BATCH202411035,HDFC3288,,Settlement for TXN0007883
BNKTXN5331051,TXN0007885,UTR998520085912,MERCH0044,SBI,04-05-2024,05-05-2024,142811.93,2069.13,372.44,INR,SETTLED,BATCH202405035,HDFC8338,,Settlement for TXN0007885
BNKTXN2224332,TXN0007886,UTR041673132911,MERCH0016,HDFC Bank,03-10-2024,04-10-2024,97462.63,1327.19,238.89,INR,SETTLED,BATCH202410021,HDFC8811,,Settlement for TXN0007886
BNKTXN3762284,TXN0007888,UTR227268159995,MERCH0028,SBI,21-08-2024,22-08-2024,104002.41,1665.34,299.76,INR,SETTLED,BATCH202408205,HDFC6033,,Settlement for TXN0007888
BNKTXN5046016,TXN0007889,UTR019963028815,MERCH0036,Axis Bank,14-09-2024,15-09-2024,11634.12,162.15,29.19,INR,SETTLED,BATCH202409134,HDFC3259,,Settlement for TXN0007889
BNKTXN1665054,TXN0007890,UTR777515084855,MERCH0010,Axis Bank,27-10-2024,28-10-2024,121672.87,2689.18,484.05,INR,SETTLED,BATCH202410263,HDFC1216,,Settlement for TXN0007890
BNKTXN1387996,TXN0007892,UTR522337710628,MERCH0030,PNB,07-08-2024,08-08-2024,74632.78,854.48,153.81,INR,SETTLED,BATCH202408064,HDFC2324,,Settlement for TXN0007892
BNKTXN8290276,TXN0007895,UTR043604551045,MERCH0039,Yes Bank,10-04-2024,11-04-2024,86400.04,1606.4,289.15,INR,SETTLED,BATCH202404094,HDFC5898,,Settlement for TXN0007895
BNKTXN8633894,TXN0007896,UTR960132467680,MERCH0026,SBI,21-07-2024,22-07-2024,50484.26,1149.65,206.94,INR,SETTLED,BATCH202407195,HDFC1622,Fee Rounding,Settlement for TXN0007896
BNKTXN3181962,TXN0007897,UTR021374395500,MERCH0044,ICICI Bank,21-07-2024,22-07-2024,114563.34,2598.98,467.82,INR,SETTLED,BATCH202407194,HDFC2600,,Settlement for TXN0007897
