transaction_id,utr_number,merchant_id,customer_id,payment_method,payment_gateway,acquirer_bank,transaction_date,transaction_time,gross_amount,fee_amount,gst_on_fee,net_amount,currency_code,payment_status,vpa_id,bank_reference_no,error_code,device_type,ip_address,reversal_flag,batch_id,settlement_cycle,remarks
TXN0009026,,MERCH0022,CUST60213,UPI,Cashfree,Yes Bank,2024-09-20,13:46:57,112636.9,1545.51,278.19,111091.39,INR,FAILED,mitesh890@okicici,BNKREF810060,ERR458,Tablet,195.187.169.52,N,BATCH202409203,T+1,
TXN0009027,UTR836989473766,MERCH0025,CUST13420,UPI,Razorpay,Kotak,2024-08-03,16:36:43,93070.86,1895.93,341.27,91174.93,INR,SUCCESS,zashil419@oksbi,BNKREF325606,,Desktop,213.214.69.216,N,BATCH202408035,T+2,
TXN0009028,UTR179385371887,MERCH0023,CUST20512,Credit Card,PayU,Kotak,2024-02-28,21:39:39,3185.41,45.46,8.18,3139.95,INR,SUCCESS,,BNKREF768868,,Mobile,219.169.106.2,N,BATCH202402283,T+2,
TXN0009029,UTR386952695178,MERCH0002,CUST42752,Debit Card,Razorpay,Axis Bank,2024-08-08,10:36:14,426.39,6.06,1.09,420.33,INR,SUCCESS,,BNKREF808403,,Desktop,7.115.245.248,N,BATCH202408082,T+2,
TXN0009030,UTR194432099734,MERCH0040,CUST61840,UPI,PayU,ICICI Bank,2024-07-17,21:20:36,59894.54,618.77,111.38,59275.77,INR,SUCCESS,leela585@okhdfcbank,BNKREF519661,,Desktop,112.137.194.191,N,BATCH202407171,T+2,
TXN0009031,UTR940193484477,MERCH0016,CUST51333,Credit Card,Stripe,Kotak,2024-07-22,19:58:31,96767.48,2281.13,410.6,94486.35,INR,SUCCESS,,BNKREF298540,,Desktop,117.153.49.119,N,BATCH202407225,T+1,
TXN0009032,UTR673523950595,MERCH0048,CUST36439,UPI,PayU,Kotak,2024-03-01,19:11:48,2835.32,38.41,6.91,2796.91,INR,SUCCESS,zayan825@ybl,BNKREF994238,,Mobile,93.23.40.237,N,BATCH202403012,T+2,
TXN0009033,UTR000783271256,MERCH0032,CUST30027,UPI,Cashfree,Axis Bank,2024-04-06,20:15:40,62311.84,1285.33,231.36,61026.51,INR,SUCCESS,girik535@oksbi,BNKREF671575,,Desktop,200.81.211.161,N,BATCH202404062,T+1,
TXN0009034,UTR274553916413,MERCH0008,CUST18830,Credit Card,PayTM Gateway,ICICI Bank,2024-10-04,07:24:25,147598.66,1890.79,340.34,145707.87,INR,SUCCESS,,BNKREF434266,,Tablet,167.10.186.72,N,BATCH202410044,T+1,
TXN0009035,,MERCH0046,CUST54220,Net Banking,Razorpay,PNB,2024-02-16,11:25:55,14629.28,262.72,47.29,14366.56,INR,PENDING,,BNKREF829212,,Mobile,57.86.118.33,N,BATCH202402165,T+1,
TXN0009036,UTR919487212185,MERCH0039,CUST24474,Credit Card,Stripe,HDFC Bank,2024-06-06,22:05:55,53786.48,984.69,177.24,52801.79,INR,SUCCESS,,BNKREF346604,,Mobile,200.216.247.132,N,BATCH202406062,T+1,
TXN0009037,UTR578594467907,MERCH0010,CUST71356,Credit Card,Cashfree,Axis Bank,2024-11-12,21:27:31,116738.26,1387.39,249.73,115350.87,INR,SUCCESS,,BNKREF758314,,Desktop,139.157.28.111,N,BATCH202411125,T+1,
TXN0009038,UTR373359904494,MERCH0035,CUST65391,Credit Card,PayU,HDFC Bank,2024-05-30,20:26:27,15732.24,204.42,36.8,15527.82,INR,SUCCESS,,BNKREF880852,,Tablet,8.30.146.197,N,BATCH202405302,T+2,
TXN0009039,UTR957773907897,MERCH0041,CUST53270,Net Banking,Stripe,ICICI Bank,2024-01-16,15:30:44,71160.36,1394.28,250.97,69766.08,INR,SUCCESS,,BNKREF528951,,Tablet,149.206.46.155,N,BATCH202401161,T+1,
TXN0009040,UTR929457166579,MERCH0017,CUST88973,UPI,Cashfree,ICICI Bank,2024-08-22,01:25:10,58254.79,975.24,175.54,57279.55,INR,SUCCESS,naksh638@oksbi,BNKREF156859,,Desktop,192.104.58.2,N,BATCH202408223,T+1,
TXN0009041,UTR902033970794,MERCH0006,CUST68421,Net Banking,Cashfree,PNB,2024-10-11,12:34:47,90502.59,2036.79,366.62,88465.8,INR,SUCCESS,,BNKREF624569,,Desktop,42.210.78.239,N,BATCH202410115,T+2,
TXN0009042,UTR183958423142,MERCH0037,CUST10061,Debit Card,Cashfree,PNB,2024-10-17,14:52:16,146983.06,3483.66,627.06,143499.4,INR,SUCCESS,,BNKREF531462,,Desktop,17.113.106.133,N,BATCH202410175,T+1,
TXN0009043,UTR273116681595,MERCH0005,CUST35831,UPI,PayU,HDFC Bank,2024-08-30,02:29:32,53641.55,1327.41,238.93,52314.14,INR,SUCCESS,viraj878@ibl,BNKREF609127,,Desktop,93.163.202.90,N,BATCH202408302,T+2,
TXN0009044,,MERCH0019,CUST49662,Net Banking,PayTM Gateway,ICICI Bank,2024-09-21,11:37:49,114489.51,1139.62,205.13,113349.89,INR,FAILED,,BNKREF349832,ERR927,Tablet,204.239.25.121,N,BATCH202409215,T+1,
TXN0009045,UTR241192688683,MERCH0045,CUST19113,UPI,Cashfree,Axis Bank,2024-05-06,12:43:50,69080.32,1017.39,183.13,68062.93,INR,SUCCESS,turvi475@ybl,BNKREF553859,,Mobile,95.86.44.82,N,BATCH202405061,T+2,
TXN0009046,UTR676395484643,MERCH0008,CUST60716,UPI,PayU,PNB,2024-10-18,02:06:25,55132.77,1060.5,190.89,54072.27,INR,SUCCESS,qarin698@ybl,BNKREF950605,,Tablet,138.214.251.213,N,BATCH202410183,T+2,
TXN0009047,,MERCH0010,CUST64365,Credit Card,PayU,ICICI Bank,2024-09-13,05:48:05,121931.67,2593.83,466.89,119337.84,INR,REFUNDED,,BNKREF175831,,Desktop,181.199.93.179,Y,BATCH202409134,T+2,
TXN0009048,UTR923629922900,MERCH0032,CUST40550,UPI,Razorpay,Yes Bank,2024-07-18,11:13:31,17296.08,411.34,74.04,16884.74,INR,SUCCESS,bhavini217@ibl,BNKREF297799,,Desktop,118.195.214.222,N,BATCH202407184,T+2,
TXN0009049,UTR455146785750,MERCH0020,CUST82445,UPI,PayTM Gateway,Yes Bank,2024-04-08,02:56:41,25396.82,375.62,67.61,25021.2,INR,SUCCESS,janani16@ybl,BNKREF702462,,Tablet,206.96.247.152,N,BATCH202404081,T+2,
TXN0009050,UTR515965835301,MERCH0002,CUST83941,UPI,Razorpay,Yes Bank,2024-04-26,23:32:10,32792.92,386.25,69.52,32406.67,INR,SUCCESS,farhan450@okaxis,BNKREF434851,,Mobile,80.58.89.22,N,BATCH202404262,T+1,
TXN0009051,UTR842347185740,MERCH0032,CUST58349,UPI,PayU,SBI,2024-01-31,10:41:29,19538.21,285.46,51.38,19252.75,INR,SUCCESS,samarth982@ybl,BNKREF253689,,Tablet,194.105.212.146,N,BATCH202401313,T+1,
TXN0009052,UTR273920609757,MERCH0034,CUST98295,Net Banking,PayTM Gateway,Axis Bank,2024-01-11,17:21:52,7035.4,64.43,11.6,6970.97,INR,SUCCESS,,BNKREF393682,,Desktop,71.65.248.55,N,BATCH202401112,T+1,
TXN0009053,,MERCH0020,CUST95237,Credit Card,Cashfree,ICICI Bank,2024-05-17,04:32:25,43804.74,1086.07,195.49,42718.67,INR,FAILED,,BNKREF789917,ERR473,Tablet,204.47.128.38,N,BATCH202405171,T+1,
TXN0009054,UTR778314286054,MERCH0021,CUST93774,Net Banking,Cashfree,HDFC Bank,2024-09-22,11:51:21,45015.78,461.87,83.14,44553.91,INR,SUCCESS,,BNKREF612077,,Mobile,186.190.26.200,N,BATCH202409222,T+1,
TXN0009055,UTR845392298993,MERCH0024,CUST30680,UPI,Razorpay,ICICI Bank,2024-11-14,09:18:11,78623.97,781.67,140.7,77842.3,INR,SUCCESS,indira288@ybl,BNKREF285172,,Tablet,19.231.229.31,N,BATCH202411143,T+1,
TXN0009056,UTR461895688044,MERCH0012,CUST38554,Credit Card,Cashfree,HDFC Bank,2024-08-07,10:53:17,7260.24,82.35,14.82,7177.89,INR,SUCCESS,,BNKREF398415,,Mobile,35.92.197.106,N,BATCH202408075,T+2,
TXN0009057,UTR592291341223,MERCH0004,CUST22443,UPI,PayU,HDFC Bank,2024-01-09,09:33:51,57345.92,775.48,139.59,56570.44,INR,SUCCESS,teerth657@okhdfcbank,BNKREF881506,,Desktop,140.75.160.170,N,BATCH202401091,T+2,
TXN0009058,UTR224136102146,MERCH0050,CUST23682,UPI,PayU,PNB,2024-09-11,13:22:19,23209.11,242.4,43.63,22966.71,INR,SUCCESS,dakshesh178@paytm,BNKREF644539,,Mobile,10.201.128.237,N,BATCH202409113,T+1,
TXN0009059,UTR398872217487,MERCH0005,CUST35017,UPI,Razorpay,ICICI Bank,2024-09-02,04:56:35,141268.12,1514.0,272.52,139754.12,INR,SUCCESS,zarna715@oksbi,BNKREF504300,,Tablet,24.131.137.241,N,BATCH202409021,T+2,
TXN0009060,,MERCH0048,CUST21473,UPI,Stripe,SBI,2024-02-28,14:10:54,48079.86,447.72,80.59,47632.14,INR,REFUNDED,lavanya113@ibl,BNKREF902338,,Mobile,206.211.109.93,Y,BATCH202402284,T+2,
TXN0009061,UTR477856004308,MERCH0029,CUST81973,Credit Card,PayTM Gateway,HDFC Bank,2024-10-03,00:45:01,114181.29,1028.48,185.13,113152.81,INR,SUCCESS,,BNKREF925964,,Mobile,47.60.73.61,N,BATCH202410032,T+1,
TXN0009062,UTR874991893071,MERCH0017,CUST21832,Credit Card,Razorpay,Kotak,2024-09-10,06:37:31,55558.22,1374.43,247.4,54183.79,INR,SUCCESS,,BNKREF958881,,Tablet,204.127.177.13,N,BATCH202409103,T+1,
TXN0009063,UTR007269052019,MERCH0008,CUST39131,Credit Card,Razorpay,SBI,2024-01-13,20:50:17,40330.92,691.21,124.42,39639.71,INR,SUCCESS,,BNKREF594183,,Tablet,147.148.195.165,N,BATCH202401135,T+1,
TXN0009064,UTR128220828966,MERCH0019,CUST18568,Credit Card,Stripe,HDFC Bank,2024-04-09,04:49:41,74290.31,1237.08,222.67,73053.23,INR,SUCCESS,,BNKREF988342,,Tablet,188.178.43.168,N,BATCH202404091,T+2,
TXN0009065,,MERCH0010,CUST64970,UPI,Stripe,HDFC Bank,2024-08-17,12:53:21,67801.79,1478.87,266.2,66322.92,INR,REFUNDED,raghav387@ibl,BNKREF856054,,Mobile,34.232.131.59,Y,BATCH202408172,T+2,
TXN0009066,,MERCH0047,CUST27921,UPI,Cashfree,Yes Bank,2024-08-08,19:46:56,134840.97,2853.66,513.66,131987.31,INR,PENDING,rishi325@paytm,BNKREF539526,,Tablet,196.130.184.150,N,BATCH202408085,T+2,
TXN0009067,,MERCH0030,CUST33292,Debit Card,PayTM Gateway,ICICI Bank,2024-05-18,14:29:16,82707.48,1929.28,347.27,80778.2,INR,SUCCESS,,BNKREF597129,,Tablet,132.247.191.132,N,BATCH202405182,T+1,
TXN0009068,,MERCH0016,CUST24044,Net Banking,Cashfree,Kotak,2024-04-19,05:34:05,37623.91,452.37,81.43,37171.54,INR,SUCCESS,,BNKREF604981,,Tablet,53.232.118.23,N,BATCH202404194,T+2,
TXN0009069,UTR838146893641,MERCH0021,CUST76000,Net Banking,PayTM Gateway,HDFC Bank,2024-03-01,10:54:56,101016.5,1158.0,208.44,99858.5,INR,SUCCESS,,BNKREF654934,,Mobile,124.251.228.181,N,BATCH202403014,T+1,
TXN0009070,UTR636132701892,MERCH0017,CUST52523,Wallet,PayTM Gateway,Kotak,2024-11-05,18:11:13,96265.4,2186.44,393.56,94078.96,INR,SUCCESS,,BNKREF663706,,Tablet,94.66.94.56,N,BATCH202411052,T+2,
TXN0009071,,MERCH0029,CUST99895,Debit Card,Razorpay,Kotak,2024-10-17,07:11:59,81331.08,1186.53,213.58,80144.55,INR,FAILED,,BNKREF307882,ERR244,Desktop,125.200.170.42,N,BATCH202410175,T+2,
TXN0009072,UTR376288854886,MERCH0016,CUST12939,UPI,PayU,Kotak,2024-06-09,02:33:51,14290.8,293.94,52.91,13996.86,INR,SUCCESS,frederick982@okhdfcbank,BNKREF925429,,Tablet,156.43.148.151,N,BATCH202406094,T+2,
TXN0009073,UTR845955489568,MERCH0032,CUST88288,Debit Card,Cashfree,ICICI Bank,2024-06-11,13:19:34,141399.47,1849.25,332.87,139550.22,INR,SUCCESS,,BNKREF459237,,Tablet,120.202.249.211,N,BATCH202406112,T+1,
TXN0009074,UTR203952618965,MERCH0047,CUST12342,UPI,PayTM Gateway,ICICI Bank,2024-02-12,00:53:23,71080.5,1450.49,261.09,69630.01,INR,SUCCESS,samuel494@okaxis,BNKREF290742,,Mobile,215.122.252.175,N,BATCH202402125,T+2,
TXN0009075,UTR443863337141,MERCH0016,CUST97337,Debit Card,Stripe,ICICI Bank,2024-08-30,21:05:08,39972.68,420.0,75.6,39552.68,INR,SUCCESS,,BNKREF345363,,Desktop,25.76.34.113,N,BATCH202408303,T+2,
TXN0009076,UTR365356547543,MERCH0014,CUST49106,UPI,Cashfree,SBI,2024-03-10,07:38:05,95081.77,2029.62,365.33,93052.15,INR,SUCCESS,robert839@okhdfcbank,BNKREF776469,,Desktop,99.69.136.38,N,BATCH202403103,T+1,
TXN0009077,,MERCH0011,CUST66798,Net Banking,PayU,ICICI Bank,2024-04-30,15:50:08,77947.04,1207.82,217.41,76739.22,INR,SUCCESS,,BNKREF978684,,Desktop,20.81.184.97,N,BATCH202404304,T+1,
TXN0009078,UTR494784908822,MERCH0030,CUST29771,Net Banking,Stripe,PNB,2024-03-15,01:05:36,137033.08,2533.77,456.08,134499.31,INR,SUCCESS,,BNKREF608850,,Desktop,198.124.213.212,N,BATCH202403151,T+2,
TXN0009079,UTR637691115866,MERCH0004,CUST35429,UPI,PayU,Kotak,2024-01-19,22:44:31,5434.45,83.03,14.95,5351.42,INR,SUCCESS,charles671@ibl,BNKREF426149,,Tablet,31.189.113.246,N,BATCH202401192,T+2,
TXN0009080,UTR998142997558,MERCH0003,CUST72672,Credit Card,Cashfree,SBI,2024-06-27,08:01:54,110355.86,1918.88,345.4,108436.98,INR,SUCCESS,,BNKREF622301,,Desktop,130.13.48.174,N,BATCH202406274,T+2,
TXN0009081,UTR252064483107,MERCH0018,CUST34443,Credit Card,PayTM Gateway,ICICI Bank,2024-06-04,08:17:45,63910.84,947.18,170.49,62963.66,INR,SUCCESS,,BNKREF899090,,Tablet,93.64.210.180,N,BATCH202406041,T+2,
TXN0009082,UTR804501934150,MERCH0029,CUST29343,UPI,Razorpay,PNB,2024-04-24,00:12:31,84748.13,850.01,153.0,83898.12,INR,SUCCESS,yash991@paytm,BNKREF125807,,Tablet,74.152.12.66,N,BATCH202404245,T+1,
TXN0009083,UTR358794452887,MERCH0014,CUST24921,UPI,PayU,PNB,2024-09-09,08:57:44,143941.77,3548.76,638.78,140393.01,INR,SUCCESS,chatura407@ibl,BNKREF893843,,Desktop,222.16.138.178,N,BATCH202409093,T+2,
TXN0009084,,MERCH0040,CUST31270,UPI,Razorpay,SBI,2024-03-17,23:11:02,130877.91,2533.54,456.04,128344.37,INR,REFUNDED,naksh936@oksbi,BNKREF115565,,Tablet,199.141.91.252,Y,BATCH202403171,T+2,
TXN0009085,UTR736467763025,MERCH0008,CUST43941,Net Banking,PayTM Gateway,SBI,2024-07-26,14:29:02,80470.03,1197.56,215.56,79272.47,INR,SUCCESS,,BNKREF722516,,Mobile,46.136.113.22,N,BATCH202407261,T+1,
TXN0009086,UTR661011246791,MERCH0025,CUST23113,Wallet,PayU,SBI,2024-09-28,06:58:56,145186.03,3411.81,614.13,141774.22,INR,SUCCESS,,BNKREF847289,,Tablet,85.166.183.232,N,BATCH202409281,T+1,
TXN0009087,UTR066406060328,MERCH0031,CUST66109,Wallet,Razorpay,HDFC Bank,2024-11-05,23:58:35,31740.34,504.37,90.79,31235.97,INR,SUCCESS,,BNKREF450060,,Mobile,214.113.48.200,N,BATCH202411053,T+1,
TXN0009088,UTR993534091408,MERCH0047,CUST70692,Debit Card,Cashfree,ICICI Bank,2024-10-27,05:42:16,123783.14,2616.14,470.91,121167.0,INR,SUCCESS,,BNKREF970414,,Mobile,77.250.166.154,N,BATCH202410275,T+2,
TXN0009089,UTR322557840714,MERCH0045,CUST86004,UPI,Razorpay,SBI,2024-10-20,13:03:43,120769.1,2240.32,403.26,118528.78,INR,SUCCESS,girish912@oksbi,BNKREF741297,,Tablet,11.188.228.99,N,BATCH202410204,T+2,
TXN0009090,UTR151226218810,MERCH0010,CUST86586,Wallet,Stripe,Kotak,2024-04-23,05:15:36,45004.41,891.89,160.54,44112.52,INR,SUCCESS,,BNKREF958255,,Mobile,39.203.219.56,N,BATCH202404231,T+2,
TXN0009091,,MERCH0045,CUST69472,Net Banking,Cashfree,PNB,2024-09-09,17:46:34,48494.63,939.38,169.09,47555.25,INR,FAILED,,BNKREF402152,ERR507,Desktop,174.0.78.9,N,BATCH202409095,T+2,
TXN0009092,UTR081679687713,MERCH0032,CUST20548,UPI,Razorpay,Yes Bank,2024-07-02,10:49:00,41722.29,918.62,165.35,40803.67,INR,SUCCESS,netra895@oksbi,BNKREF243391,,Desktop,170.196.22.100,N,BATCH202407024,T+2,
TXN0009093,UTR665756369977,MERCH0004,CUST16542,Net Banking,PayU,PNB,2024-07-28,20:42:42,76686.81,1633.89,294.1,75052.92,INR,SUCCESS,,BNKREF410371,,Tablet,81.241.115.53,N,BATCH202407281,T+2,
TXN0009094,UTR034832087208,MERCH0027,CUST68173,UPI,Razorpay,ICICI Bank,2024-03-08,00:28:33,76497.44,1023.59,184.25,75473.85,INR,SUCCESS,ronith269@paytm,BNKREF886420,,Mobile,110.184.53.86,N,BATCH202403082,T+1,
TXN0009095,UTR635872140723,MERCH0045,CUST43495,UPI,Razorpay,Yes Bank,2024-04-29,10:25:02,68697.88,869.96,156.59,67827.92,INR,SUCCESS,dipta494@okicici,BNKREF482687,,Desktop,152.46.97.132,N,BATCH202404294,T+2,
TXN0009096,,MERCH0021,CUST24027,Net Banking,PayTM Gateway,Axis Bank,2024-01-06,12:27:05,5511.46,119.8,21.56,5391.66,INR,FAILED,,BNKREF858606,ERR332,Desktop,131.20.121.220,N,BATCH202401062,T+2,
TXN0009097,UTR076689007351,MERCH0009,CUST22918,UPI,PayU,PNB,2024-09-14,23:16:59,47328.54,509.82,91.77,46818.72,INR,SUCCESS,luke692@ibl,BNKREF748799,,Mobile,72.236.124.220,N,BATCH202409144,T+1,
TXN0009098,UTR201705904032,MERCH0004,CUST57143,UPI,PayTM Gateway,Yes Bank,2024-10-02,13:49:21,58215.01,995.68,179.22,57219.33,INR,SUCCESS,zarna635@ibl,BNKREF277461,,Tablet,133.222.109.134,N,BATCH202410021,T+2,
TXN0009099,UTR355525945635,MERCH0035,CUST90841,Debit Card,Cashfree,SBI,2024-02-11,10:41:02,57260.43,988.29,177.89,56272.14,INR,SUCCESS,,BNKREF250315,,Desktop,139.25.171.163,N,BATCH202402113,T+1,
TXN0009100,UTR926904666294,MERCH0008,CUST10003,UPI,Stripe,PNB,2024-11-02,08:34:32,56080.83,624.82,112.47,55456.01,INR,SUCCESS,vanya673@paytm,BNKREF329953,,Mobile,146.209.189.26,N,BATCH202411021,T+1,
TXN0009101,UTR271535410845,MERCH0024,CUST66440,Debit Card,PayU,PNB,2024-02-25,07:59:07,149773.76,2798.12,503.66,146975.64,INR,SUCCESS,,BNKREF510037,,Mobile,204.57.226.143,N,BATCH202402253,T+1,
TXN0009102,UTR304424144878,MERCH0020,CUST70759,Net Banking,Stripe,Yes Bank,2024-05-11,02:51:51,89089.33,1751.44,315.26,87337.89,INR,SUCCESS,,BNKREF418900,,Mobile,24.106.239.162,N,BATCH202405115,T+2,
TXN0009103,UTR753068405000,MERCH0018,CUST94321,Net Banking,PayU,Yes Bank,2024-05-22,00:42:00,148291.53,2954.88,531.88,145336.65,INR,SUCCESS,,BNKREF703591,,Desktop,212.69.91.143,N,BATCH202405223,T+2,
TXN0009104,,MERCH0004,CUST19683,UPI,Cashfree,PNB,2024-10-22,12:05:14,138456.09,2094.62,377.03,136361.47,INR,CHARGEBACK,vyanjana116@okhdfcbank,BNKREF166525,,Desktop,216.209.112.184,Y,BATCH202410224,T+1,
TXN0009105,UTR471872034463,MERCH0018,CUST50255,UPI,PayTM Gateway,Yes Bank,2024-08-03,11:00:01,144569.12,1750.14,315.03,142818.98,INR,SUCCESS,ganga567@okicici,BNKREF732895,,Desktop,120.123.126.34,N,BATCH202408031,T+2,
TXN0009106,,MERCH0044,CUST62536,UPI,Stripe,Yes Bank,2024-11-29,07:23:28,90301.23,2168.73,390.37,88132.5,INR,FAILED,yash329@ibl,BNKREF345896,ERR158,Desktop,121.214.168.52,N,BATCH202411293,T+1,
TXN0009107,,MERCH0005,CUST48738,Credit Card,PayTM Gateway,SBI,2024-07-05,04:22:00,104690.89,2128.03,383.05,102562.86,INR,REFUNDED,,BNKREF503434,,Mobile,6.225.107.23,Y,BATCH202407054,T+2,
TXN0009108,UTR309044402807,MERCH0001,CUST58510,Debit Card,Razorpay,Axis Bank,2024-06-20,08:38:25,45628.17,1046.73,188.41,44581.44,INR,SUCCESS,,BNKREF405035,,Mobile,26.211.28.223,N,BATCH202406201,T+2,
TXN0009109,UTR136002355732,MERCH0040,CUST58064,UPI,PayTM Gateway,Axis Bank,2024-01-09,15:04:05,71516.15,679.51,122.31,70836.64,INR,SUCCESS,yagnesh483@oksbi,BNKREF676374,,Tablet,57.232.160.97,N,BATCH202401092,T+2,
TXN0009110,,MERCH0019,CUST24533,UPI,Stripe,PNB,2024-09-02,23:31:03,65006.67,1376.76,247.82,63629.91,INR,CHARGEBACK,anjali119@paytm,BNKREF558616,,Desktop,218.216.133.247,Y,BATCH202409023,T+2,
TXN0009111,UTR363776394129,MERCH0020,CUST28771,Net Banking,Razorpay,Kotak,2024-09-30,04:49:55,67422.85,935.49,168.39,66487.36,INR,SUCCESS,,BNKREF827603,,Tablet,146.21.173.109,N,BATCH202409302,T+2,
TXN0009112,UTR408518756111,MERCH0001,CUST90179,UPI,Cashfree,Axis Bank,2024-01-21,16:01:08,115197.62,2523.54,454.24,112674.08,INR,SUCCESS,yauvani318@ybl,BNKREF155092,,Tablet,89.100.81.201,N,BATCH202401213,T+2,
TXN0009113,UTR780049120974,MERCH0040,CUST37091,Credit Card,Cashfree,PNB,2024-01-23,13:50:12,143062.06,2029.52,365.31,141032.54,INR,SUCCESS,,BNKREF454194,,Tablet,207.44.35.11,N,BATCH202401231,T+2,
TXN0009114,,MERCH0017,CUST19396,Debit Card,PayTM Gateway,HDFC Bank,2024-03-06,10:50:42,5282.29,83.24,14.98,5199.05,INR,REFUNDED,,BNKREF903307,,Mobile,86.236.231.185,Y,BATCH202403061,T+1,
TXN0009115,UTR933403773989,MERCH0043,CUST61107,UPI,Razorpay,HDFC Bank,2024-05-29,12:20:40,58108.1,1335.07,240.31,56773.03,INR,SUCCESS,yashvi919@okaxis,BNKREF933611,,Desktop,54.131.203.73,N,BATCH202405295,T+1,
TXN0009116,UTR413712625950,MERCH0048,CUST98410,Net Banking,PayTM Gateway,Kotak,2024-11-10,18:17:08,21864.83,535.13,96.32,21329.7,INR,SUCCESS,,BNKREF628263,,Tablet,181.120.54.78,N,BATCH202411101,T+1,
TXN0009117,,MERCH0009,CUST15445,UPI,PayTM Gateway,Yes Bank,2024-06-23,10:29:43,40219.15,744.49,134.01,39474.66,INR,REFUNDED,zashil47@paytm,BNKREF120119,,Mobile,64.221.69.139,Y,BATCH202406232,T+2,
TXN0009118,UTR146430072215,MERCH0043,CUST40534,Net Banking,PayTM Gateway,SBI,2024-07-26,19:56:11,31977.75,681.68,122.7,31296.07,INR,SUCCESS,,BNKREF842473,,Desktop,80.73.103.76,N,BATCH202407262,T+1,
TXN0009119,UTR606971546124,MERCH0007,CUST11216,UPI,PayU,ICICI Bank,2024-05-10,12:34:15,137913.36,2724.8,490.46,135188.56,INR,SUCCESS,ikshita498@ibl,BNKREF278371,,Tablet,120.125.29.60,N,BATCH202405101,T+1,
TXN0009120,UTR849371763833,MERCH0015,CUST60230,UPI,Stripe,SBI,2024-03-03,16:42:15,110236.68,2218.8,399.38,108017.88,INR,SUCCESS,lipika606@ibl,BNKREF869945,,Desktop,27.143.220.182,N,BATCH202403032,T+1,
TXN0009121,UTR825956405244,MERCH0048,CUST91039,UPI,Stripe,Kotak,2024-07-23,03:44:13,38926.46,709.73,127.75,38216.73,INR,SUCCESS,wahab532@okaxis,BNKREF135260,,Mobile,49.201.128.201,N,BATCH202407234,T+2,
TXN0009122,UTR101041321572,MERCH0019,CUST38347,UPI,Stripe,SBI,2024-01-07,12:30:18,76293.43,1257.0,226.26,75036.43,INR,SUCCESS,sara484@ibl,BNKREF904161,,Tablet,17.121.1.129,N,BATCH202401073,T+1,
TXN0009123,UTR851507959610,MERCH0019,CUST54844,UPI,PayU,ICICI Bank,2024-07-08,16:17:00,90564.4,2158.14,388.47,88406.26,INR,SUCCESS,patrick130@oksbi,BNKREF503591,,Desktop,214.28.194.123,N,BATCH202407083,T+2,
TXN0009124,,MERCH0001,CUST59328,UPI,Razorpay,Axis Bank,2024-03-26,21:15:36,70601.82,1150.21,207.04,69451.61,INR,PENDING,rachit980@ibl,BNKREF118922,,Tablet,121.122.183.67,N,BATCH202403262,T+1,
TXN0009125,UTR350889622788,MERCH0024,CUST97414,Credit Card,PayTM Gateway,ICICI Bank,2024-08-21,00:06:11,15935.53,235.23,42.34,15700.3,INR,SUCCESS,,BNKREF952218,,Desktop,106.104.63.179,N,BATCH202408214,T+2,
TXN0009126,UTR380416354745,MERCH0017,CUST98484,Credit Card,PayU,Kotak,2024-03-27,14:49:42,111645.73,1970.47,354.68,109675.26,INR,SUCCESS,,BNKREF245852,,Tablet,187.38.119.101,N,BATCH202403274,T+1,
TXN0009127,UTR424964034765,MERCH0042,CUST21612,Debit Card,Cashfree,HDFC Bank,2024-03-13,02:14:42,67060.69,1089.12,196.04,65971.57,INR,SUCCESS,,BNKREF917902,,Tablet,24.33.129.157,N,BATCH202403134,T+1,
TXN0009128,,MERCH0036,CUST55416,UPI,Razorpay,SBI,2024-06-17,06:37:00,91771.09,2039.06,367.03,89732.03,INR,CHARGEBACK,ethan955@ibl,BNKREF900854,,Tablet,29.239.173.197,Y,BATCH202406173,T+1,
TXN0009129,,MERCH0019,CUST59264,Credit Card,Cashfree,HDFC Bank,2024-11-06,19:21:24,102579.53,1909.87,343.78,100669.66,INR,SUCCESS,,BNKREF421273,,Mobile,12.98.143.2,N,BATCH202411062,T+2,
TXN0009130,,MERCH0002,CUST81151,Debit Card,PayU,PNB,2024-11-16,05:34:36,59926.97,1072.15,192.99,58854.82,INR,REFUNDED,,BNKREF929776,,Tablet,110.82.242.206,Y,BATCH202411161,T+2,
TXN0009131,UTR539321008045,MERCH0010,CUST70452,Credit Card,PayU,Axis Bank,2024-07-04,22:02:39,7714.07,151.94,27.35,7562.13,INR,SUCCESS,,BNKREF264721,,Mobile,172.162.72.99,N,BATCH202407045,T+2,
TXN0009132,UTR908894787299,MERCH0041,CUST19028,UPI,Cashfree,Kotak,2024-11-22,15:16:00,87973.74,1155.89,208.06,86817.85,INR,SUCCESS,siya287@okaxis,BNKREF358090,,Tablet,79.196.207.239,N,BATCH202411223,T+1,
TXN0009133,UTR905176948778,MERCH0035,CUST76873,UPI,Stripe,SBI,2024-03-08,00:55:47,116067.47,2059.81,370.77,114007.66,INR,SUCCESS,yatin620@paytm,BNKREF421325,,Desktop,5.18.12.127,N,BATCH202403085,T+2,
